Customer_ID,Customer_Segment,Churn_Risk,Purchased_Product,Recommendation_1,Recommendation_2,Recommendation_3,Recommendation_4,Recommendation_5,Recommended_Action
277,Loyal Customer,No,Skirt,Shorts,Blouse,Pants,Jeans,Hoodie,Upsell premium / new arrivals
278,At-Risk Customer,Yes,Shirt,Socks,Sweater,Jeans,Hoodie,Pants,Send win-back discount
279,High-Value New Customer,No,Sweater,T-shirt,Dress,Socks,Shirt,Pants,Standard product recommendation
280,At-Risk Customer,No,Sneakers,Boots,Shoes,Sandals,,,Standard product recommendation
281,Premium Customer,No,Sandals,Sneakers,Boots,Shoes,,,Upsell premium / new arrivals
282,Budget Happy Customer,No,Belt,Handbag,Gloves,Backpack,Sunglasses,Hat,Standard product recommendation
283,Budget Happy Customer,No,Skirt,Dress,Shorts,Sweater,Jeans,Shirt,Standard product recommendation
284,High-Value New Customer,Yes,Sweater,Pants,Shirt,Blouse,Hoodie,Socks,Send win-back discount
285,Regular Customer,No,Skirt,Blouse,Shirt,Sweater,T-shirt,Dress,Standard product recommendation
286,Loyal Customer,No,Handbag,Jewelry,Sunglasses,Scarf,Gloves,Belt,Upsell premium / new arrivals
287,High-Value New Customer,Yes,Jewelry,Scarf,Hat,Handbag,Belt,Sunglasses,Send win-back discount
288,Regular Customer,No,Scarf,Gloves,Backpack,Sunglasses,Jewelry,Handbag,Standard product recommendation
289,At-Risk Customer,No,T-shirt,Shorts,Dress,Sweater,Jeans,Shirt,Standard product recommendation
290,Premium Customer,No,Coat,Jacket,,,,,Upsell premium / new arrivals
291,Regular Customer,No,T-shirt,Blouse,Shirt,Skirt,Sweater,Dress,Standard product recommendation
292,Regular Customer,No,Dress,Blouse,Shirt,Skirt,Sweater,T-shirt,Standard product recommendation
293,Premium Customer,No,Shoes,Boots,Sandals,Sneakers,,,Upsell premium / new arrivals
294,High-Value New Customer,Yes,Handbag,Belt,Scarf,Sunglasses,Backpack,Jewelry,Send win-back discount
295,Regular Customer,No,Skirt,Hoodie,Dress,Sweater,Shorts,Jeans,Standard product recommendation
296,Regular Customer,No,Sunglasses,Scarf,Handbag,Backpack,Belt,Gloves,Standard product recommendation
297,Loyal Customer,No,Sandals,Shoes,Boots,Sneakers,,,Upsell premium / new arrivals
298,Loyal Customer,No,Shoes,Sandals,Boots,Sneakers,,,Upsell premium / new arrivals
299,Premium Customer,No,T-shirt,Pants,Skirt,Hoodie,Socks,Jeans,Upsell premium / new arrivals
300,Budget Happy Customer,No,Sneakers,Sandals,Shoes,Boots,,,Standard product recommendation
301,Premium Customer,No,Hat,Sunglasses,Scarf,Gloves,Belt,Backpack,Upsell premium / new arrivals
302,Premium Customer,No,Skirt,Pants,Sweater,Blouse,Dress,Shirt,Upsell premium / new arrivals
303,At-Risk Customer,No,Sweater,Skirt,Hoodie,T-shirt,Shorts,Shirt,Standard product recommendation
304,At-Risk Customer,No,Sandals,Sneakers,Shoes,Boots,,,Standard product recommendation
305,At-Risk Customer,No,Dress,Shirt,Sweater,Blouse,T-shirt,Pants,Standard product recommendation
306,High-Value New Customer,No,Sweater,Pants,Jeans,Skirt,Shirt,Hoodie,Standard product recommendation
307,High-Value New Customer,Yes,Jacket,Coat,,,,,Send win-back discount
308,Loyal Customer,No,Gloves,Handbag,Jewelry,Hat,Scarf,Belt,Upsell premium / new arrivals
309,Regular Customer,No,Handbag,Gloves,Backpack,Scarf,Sunglasses,Jewelry,Standard product recommendation
310,Regular Customer,No,Dress,Hoodie,Skirt,Sweater,Shorts,Jeans,Standard product recommendation
311,Premium Customer,No,Pants,Skirt,Jeans,Sweater,Shirt,T-shirt,Upsell premium / new arrivals
312,Premium Customer,No,Jeans,Pants,Skirt,Hoodie,Socks,T-shirt,Upsell premium / new arrivals
313,High-Value New Customer,Yes,Pants,T-shirt,Shirt,Hoodie,Dress,Socks,Send win-back discount
314,At-Risk Customer,No,Dress,Shorts,T-shirt,Sweater,Jeans,Shirt,Standard product recommendation
315,Loyal Customer,No,Pants,Shorts,Blouse,Skirt,Jeans,Hoodie,Upsell premium / new arrivals
316,High-Value New Customer,No,Jewelry,Handbag,Scarf,Gloves,Backpack,Sunglasses,Standard product recommendation
317,At-Risk Customer,Yes,Handbag,Belt,Gloves,Scarf,Hat,Jewelry,Send win-back discount
318,Premium Customer,No,Sweater,Skirt,Jeans,Pants,Shirt,T-shirt,Upsell premium / new arrivals
319,High-Value New Customer,No,Backpack,Handbag,Jewelry,Scarf,Gloves,Hat,Standard product recommendation
320,Budget Happy Customer,No,Shorts,Blouse,Sweater,Jeans,Shirt,Hoodie,Standard product recommendation
321,Premium Customer,No,Jewelry,Belt,Scarf,Sunglasses,Hat,Gloves,Upsell premium / new arrivals
322,At-Risk Customer,No,Sneakers,Boots,Shoes,Sandals,,,Standard product recommendation
323,Budget Happy Customer,No,Belt,Sunglasses,Hat,Scarf,Backpack,Gloves,Standard product recommendation
324,Premium Customer,No,Hoodie,Blouse,Sweater,Shirt,T-shirt,Jeans,Upsell premium / new arrivals
325,Premium Customer,No,Shirt,Skirt,Jeans,Pants,Sweater,T-shirt,Upsell premium / new arrivals
326,High-Value New Customer,No,Pants,Jeans,Sweater,Socks,Dress,Shorts,Standard product recommendation
327,Regular Customer,No,Scarf,Gloves,Backpack,Sunglasses,Jewelry,Handbag,Standard product recommendation
328,Regular Customer,No,Coat,Jacket,,,,,Standard product recommendation
329,Budget Happy Customer,No,Coat,Jacket,,,,,Standard product recommendation
330,Regular Customer,No,Socks,T-shirt,Shirt,Dress,Pants,Hoodie,Standard product recommendation
331,At-Risk Customer,No,Sweater,Shorts,Dress,T-shirt,Jeans,Shirt,Standard product recommendation
332,At-Risk Customer,No,Shirt,Sweater,Blouse,T-shirt,Pants,Hoodie,Standard product recommendation
333,Budget Happy Customer,No,Shirt,Pants,T-shirt,Socks,Shorts,Skirt,Standard product recommendation
334,Loyal Customer,No,Sweater,Pants,Shorts,T-shirt,Jeans,Shirt,Upsell premium / new arrivals
335,High-Value New Customer,Yes,Blouse,Socks,Dress,Jeans,T-shirt,Skirt,Send win-back discount
336,At-Risk Customer,No,Sweater,Shirt,Blouse,T-shirt,Pants,Hoodie,Standard product recommendation
337,High-Value New Customer,No,Hat,Scarf,Jewelry,Handbag,Belt,Backpack,Standard product recommendation
338,High-Value New Customer,No,Sweater,Jeans,Pants,Socks,Dress,Shorts,Standard product recommendation
339,Premium Customer,No,Hoodie,Blouse,Sweater,Shirt,T-shirt,Jeans,Upsell premium / new arrivals
340,Loyal Customer,No,Shorts,Blouse,Skirt,Pants,Jeans,Hoodie,Upsell premium / new arrivals
341,At-Risk Customer,No,Shorts,Skirt,Hoodie,T-shirt,Sweater,Shirt,Standard product recommendation
342,At-Risk Customer,No,Hat,Belt,Backpack,Gloves,Handbag,Sunglasses,Standard product recommendation
343,Regular Customer,No,Coat,Jacket,,,,,Standard product recommendation
344,Loyal Customer,No,Sandals,Shoes,Boots,Sneakers,,,Upsell premium / new arrivals
345,At-Risk Customer,No,Skirt,T-shirt,Sweater,Dress,Shirt,Pants,Standard product recommendation
346,High-Value New Customer,No,Shoes,Boots,Sneakers,Sandals,,,Standard product recommendation
347,Loyal Customer,No,Jeans,Pants,Shorts,T-shirt,Sweater,Shirt,Upsell premium / new arrivals
348,At-Risk Customer,No,Sandals,Shoes,Sneakers,Boots,,,Standard product recommendation
349,Budget Happy Customer,No,Blouse,Sweater,Shorts,Jeans,Shirt,Hoodie,Standard product recommendation
350,Budget Happy Customer,No,Hat,Belt,Sunglasses,Scarf,Backpack,Gloves,Standard product recommendation
351,Budget Happy Customer,No,Sweater,Blouse,Shorts,Jeans,Shirt,Hoodie,Standard product recommendation
352,Budget Happy Customer,No,Skirt,Dress,Shorts,Sweater,Jeans,Shirt,Standard product recommendation
353,Loyal Customer,No,Jeans,Pants,Shorts,T-shirt,Sweater,Shirt,Upsell premium / new arrivals
354,Premium Customer,No,Sneakers,Sandals,Boots,Shoes,,,Upsell premium / new arrivals
355,Regular Customer,No,Jewelry,Belt,Sunglasses,Hat,Handbag,Gloves,Standard product recommendation
356,Loyal Customer,No,Jewelry,Sunglasses,Scarf,Gloves,Handbag,Belt,Upsell premium / new arrivals
357,Premium Customer,No,Pants,Skirt,Sweater,Blouse,Dress,Shirt,Upsell premium / new arrivals
358,Loyal Customer,No,Belt,Gloves,Hat,Handbag,Jewelry,Backpack,Upsell premium / new arrivals
359,Regular Customer,No,Hat,Gloves,Backpack,Scarf,Sunglasses,Jewelry,Standard product recommendation
360,Budget Happy Customer,No,Sneakers,Boots,Sandals,Shoes,,,Standard product recommendation
361,Regular Customer,No,Pants,Blouse,Shirt,Skirt,Sweater,T-shirt,Standard product recommendation
362,High-Value New Customer,No,T-shirt,Blouse,Shorts,Hoodie,Skirt,Shirt,Standard product recommendation
363,Budget Happy Customer,No,Sneakers,Boots,Sandals,Shoes,,,Standard product recommendation
364,Budget Happy Customer,No,Shorts,Dress,Skirt,Sweater,Jeans,Shirt,Standard product recommendation
365,Budget Happy Customer,No,Shoes,Sandals,Sneakers,Boots,,,Standard product recommendation
366,Premium Customer,No,Gloves,Sunglasses,Handbag,Hat,Scarf,Jewelry,Upsell premium / new arrivals
367,Regular Customer,No,Socks,Blouse,Shirt,Skirt,Sweater,T-shirt,Standard product recommendation
368,Regular Customer,No,Dress,T-shirt,Shirt,Socks,Pants,Hoodie,Standard product recommendation
369,At-Risk Customer,No,Handbag,Belt,Backpack,Gloves,Hat,Sunglasses,Standard product recommendation
370,At-Risk Customer,Yes,Belt,Gloves,Handbag,Scarf,Hat,Jewelry,Send win-back discount
371,Regular Customer,No,Scarf,Gloves,Backpack,Sunglasses,Jewelry,Handbag,Standard product recommendation
372,At-Risk Customer,No,Sneakers,Boots,Sandals,Shoes,,,Standard product recommendation
373,Budget Happy Customer,No,Sweater,Dress,Skirt,Shorts,Jeans,Shirt,Standard product recommendation
374,Loyal Customer,No,Coat,Jacket,,,,,Upsell premium / new arrivals
375,Premium Customer,No,Jewelry,Belt,Scarf,Sunglasses,Hat,Gloves,Upsell premium / new arrivals
376,Loyal Customer,No,Sunglasses,Jewelry,Scarf,Gloves,Handbag,Belt,Upsell premium / new arrivals
377,Loyal Customer,No,Shoes,Boots,Sneakers,Sandals,,,Upsell premium / new arrivals
378,Regular Customer,No,Scarf,Backpack,Jewelry,Sunglasses,Hat,Gloves,Standard product recommendation
379,Premium Customer,No,Dress,Pants,Skirt,Hoodie,Socks,T-shirt,Upsell premium / new arrivals
380,At-Risk Customer,No,T-shirt,Shorts,Pants,Hoodie,Sweater,Dress,Standard product recommendation
381,Budget Happy Customer,No,Backpack,Hat,Sunglasses,Jewelry,Handbag,Belt,Standard product recommendation
382,Regular Customer,No,Jewelry,Gloves,Backpack,Scarf,Sunglasses,Handbag,Standard product recommendation
383,At-Risk Customer,No,Jeans,Shorts,Dress,T-shirt,Sweater,Shirt,Standard product recommendation
384,Budget Happy Customer,No,Sunglasses,Hat,Backpack,Jewelry,Handbag,Belt,Standard product recommendation
385,High-Value New Customer,Yes,Sweater,Hoodie,Dress,T-shirt,Skirt,Blouse,Send win-back discount
386,Budget Happy Customer,No,Shorts,Pants,T-shirt,Socks,Shirt,Skirt,Standard product recommendation
387,Regular Customer,No,Jewelry,Gloves,Backpack,Scarf,Sunglasses,Handbag,Standard product recommendation
388,Premium Customer,No,Coat,Jacket,,,,,Upsell premium / new arrivals
389,Budget Happy Customer,No,Handbag,Backpack,Gloves,Jewelry,Hat,Belt,Standard product recommendation
390,At-Risk Customer,No,Boots,Sneakers,Shoes,Sandals,,,Standard product recommendation
391,High-Value New Customer,No,Gloves,Sunglasses,Scarf,Belt,Handbag,Backpack,Standard product recommendation
392,Premium Customer,No,Sweater,Skirt,Jeans,Pants,Shirt,T-shirt,Upsell premium / new arrivals
393,High-Value New Customer,No,T-shirt,Sweater,Dress,Socks,Shirt,Pants,Standard product recommendation
394,Loyal Customer,No,Shoes,Boots,Sneakers,Sandals,,,Upsell premium / new arrivals
395,Loyal Customer,No,Scarf,Jewelry,Sunglasses,Gloves,Handbag,Belt,Upsell premium / new arrivals
396,High-Value New Customer,Yes,Sneakers,Sandals,Boots,Shoes,,,Send win-back discount
397,High-Value New Customer,No,Dress,Sweater,T-shirt,Socks,Shirt,Pants,Standard product recommendation
398,High-Value New Customer,Yes,Belt,Jewelry,Hat,Sunglasses,Gloves,Scarf,Send win-back discount
399,At-Risk Customer,No,Boots,Shoes,Sandals,Sneakers,,,Standard product recommendation
400,Regular Customer,No,Scarf,Gloves,Backpack,Sunglasses,Jewelry,Handbag,Standard product recommendation
401,Loyal Customer,No,Boots,Shoes,Sneakers,Sandals,,,Upsell premium / new arrivals
402,Premium Customer,No,T-shirt,Skirt,Jeans,Pants,Sweater,Shirt,Upsell premium / new arrivals
403,Budget Happy Customer,No,Backpack,Hat,Sunglasses,Jewelry,Handbag,Belt,Standard product recommendation
404,High-Value New Customer,No,Sneakers,Boots,Shoes,Sandals,,,Standard product recommendation
405,Premium Customer,No,T-shirt,Skirt,Jeans,Pants,Sweater,Shirt,Upsell premium / new arrivals
406,High-Value New Customer,No,Jeans,Pants,Sweater,Skirt,Shirt,Hoodie,Standard product recommendation
407,Loyal Customer,No,Gloves,Hat,Handbag,Belt,Jewelry,Backpack,Upsell premium / new arrivals
408,Budget Happy Customer,No,Hoodie,Jeans,Pants,Skirt,Shorts,Sweater,Standard product recommendation
409,At-Risk Customer,No,Sneakers,Sandals,Shoes,Boots,,,Standard product recommendation
410,At-Risk Customer,No,Shorts,Dress,T-shirt,Sweater,Jeans,Shirt,Standard product recommendation
411,Loyal Customer,No,Sweater,Dress,Pants,Skirt,Jeans,Shirt,Upsell premium / new arrivals
412,High-Value New Customer,Yes,Jeans,Socks,Dress,Blouse,T-shirt,Skirt,Send win-back discount
413,Budget Happy Customer,No,Jacket,Coat,,,,,Standard product recommendation
414,Premium Customer,No,Jewelry,Sunglasses,Scarf,Hat,Gloves,Belt,Upsell premium / new arrivals
415,Budget Happy Customer,No,Backpack,Gloves,Jewelry,Handbag,Hat,Belt,Standard product recommendation
416,Regular Customer,No,Coat,Jacket,,,,,Standard product recommendation
417,Loyal Customer,No,Belt,Backpack,Hat,Gloves,Scarf,Handbag,Upsell premium / new arrivals
418,At-Risk Customer,No,Sandals,Sneakers,Boots,Shoes,,,Standard product recommendation
419,Budget Happy Customer,No,Sweater,Jeans,Pants,Skirt,Hoodie,Shorts,Standard product recommendation
420,Budget Happy Customer,No,Shorts,Dress,Skirt,Sweater,Jeans,Shirt,Standard product recommendation
421,Loyal Customer,No,Socks,Hoodie,Shirt,Sweater,Shorts,Pants,Upsell premium / new arrivals
422,At-Risk Customer,No,Shirt,Skirt,Hoodie,T-shirt,Shorts,Sweater,Standard product recommendation
423,High-Value New Customer,No,Pants,Sweater,Jeans,Skirt,Shirt,Hoodie,Standard product recommendation
424,Regular Customer,No,Scarf,Gloves,Backpack,Sunglasses,Jewelry,Handbag,Standard product recommendation
425,Regular Customer,No,Sweater,Hoodie,Skirt,Dress,Shorts,Jeans,Standard product recommendation
426,Budget Happy Customer,No,Jeans,Dress,Skirt,Shorts,Sweater,Shirt,Standard product recommendation
427,Premium Customer,No,Pants,Skirt,Hoodie,Socks,T-shirt,Jeans,Upsell premium / new arrivals
428,Premium Customer,No,Backpack,Sunglasses,Scarf,Hat,Gloves,Belt,Upsell premium / new arrivals
429,Budget Happy Customer,No,Coat,Jacket,,,,,Standard product recommendation
430,Premium Customer,No,Sandals,Boots,Shoes,Sneakers,,,Upsell premium / new arrivals
431,High-Value New Customer,No,Shirt,Shorts,Blouse,Pants,Dress,Hoodie,Standard product recommendation
432,Budget Happy Customer,No,Hat,Sunglasses,Backpack,Jewelry,Handbag,Belt,Standard product recommendation
433,Budget Happy Customer,No,Shirt,Dress,Skirt,Shorts,Sweater,Jeans,Standard product recommendation
434,Budget Happy Customer,No,Skirt,Dress,Shorts,Sweater,Jeans,Shirt,Standard product recommendation
435,At-Risk Customer,No,Shoes,Boots,Sandals,Sneakers,,,Standard product recommendation
436,Regular Customer,No,Coat,Jacket,,,,,Standard product recommendation
437,At-Risk Customer,No,Pants,T-shirt,Shorts,Hoodie,Sweater,Dress,Standard product recommendation
438,High-Value New Customer,No,Jewelry,Handbag,Backpack,Scarf,Gloves,Hat,Standard product recommendation
439,Loyal Customer,No,Belt,Jewelry,Sunglasses,Scarf,Gloves,Handbag,Upsell premium / new arrivals
440,Regular Customer,No,Jacket,Coat,,,,,Standard product recommendation
441,At-Risk Customer,No,Shirt,Sweater,Blouse,T-shirt,Pants,Hoodie,Standard product recommendation
442,High-Value New Customer,No,Hoodie,T-shirt,Dress,Shirt,Sweater,Socks,Standard product recommendation
443,At-Risk Customer,No,Sunglasses,Scarf,Jewelry,Backpack,Belt,Hat,Standard product recommendation
444,High-Value New Customer,No,Sunglasses,Scarf,Belt,Handbag,Gloves,Backpack,Standard product recommendation
445,High-Value New Customer,No,Dress,Blouse,Pants,Shirt,Jeans,Sweater,Standard product recommendation
446,High-Value New Customer,No,Boots,Shoes,Sandals,Sneakers,,,Standard product recommendation
447,Loyal Customer,No,Shirt,Pants,Shorts,T-shirt,Sweater,Jeans,Upsell premium / new arrivals
448,Budget Happy Customer,No,Shorts,Dress,Skirt,Sweater,Jeans,Shirt,Standard product recommendation
449,At-Risk Customer,Yes,Gloves,Belt,Handbag,Scarf,Hat,Jewelry,Send win-back discount
450,At-Risk Customer,Yes,Jewelry,Hat,Scarf,Belt,Sunglasses,Backpack,Send win-back discount
451,Loyal Customer,No,Boots,Sandals,Sneakers,Shoes,,,Upsell premium / new arrivals
452,Regular Customer,No,Jewelry,Backpack,Scarf,Sunglasses,Hat,Gloves,Standard product recommendation
453,At-Risk Customer,No,Pants,Skirt,Hoodie,T-shirt,Shorts,Sweater,Standard product recommendation
454,Regular Customer,No,Jewelry,Belt,Handbag,Sunglasses,Backpack,Scarf,Standard product recommendation
455,Budget Happy Customer,No,Jacket,Coat,,,,,Standard product recommendation
456,Premium Customer,No,Blouse,Pants,Skirt,Sweater,Dress,Shirt,Upsell premium / new arrivals
457,Premium Customer,No,Blouse,Skirt,Jeans,Pants,Sweater,Shirt,Upsell premium / new arrivals
458,At-Risk Customer,No,Gloves,Scarf,Sunglasses,Belt,Handbag,Jewelry,Standard product recommendation
459,Premium Customer,No,Shorts,Skirt,Jeans,Pants,Sweater,Shirt,Upsell premium / new arrivals
460,Regular Customer,No,Hat,Gloves,Backpack,Scarf,Sunglasses,Jewelry,Standard product recommendation
461,Premium Customer,No,Shoes,Boots,Sandals,Sneakers,,,Upsell premium / new arrivals
462,Budget Happy Customer,No,Boots,Sandals,Shoes,Sneakers,,,Standard product recommendation
463,Premium Customer,No,Jacket,Coat,,,,,Upsell premium / new arrivals
464,Budget Happy Customer,No,Jewelry,Backpack,Gloves,Handbag,Hat,Belt,Standard product recommendation
465,At-Risk Customer,No,Sunglasses,Backpack,Gloves,Hat,Scarf,Jewelry,Standard product recommendation
466,Budget Happy Customer,No,Skirt,Pants,T-shirt,Socks,Shirt,Shorts,Standard product recommendation
467,Loyal Customer,No,Jeans,Dress,Sweater,Pants,Skirt,Shirt,Upsell premium / new arrivals
468,At-Risk Customer,No,Backpack,Gloves,Sunglasses,Hat,Scarf,Jewelry,Standard product recommendation
469,Loyal Customer,No,Backpack,Jewelry,Sunglasses,Scarf,Gloves,Handbag,Upsell premium / new arrivals
470,At-Risk Customer,No,Shorts,T-shirt,Pants,Hoodie,Sweater,Dress,Standard product recommendation
471,Loyal Customer,No,Dress,Pants,Shorts,T-shirt,Sweater,Jeans,Upsell premium / new arrivals
472,Premium Customer,No,Scarf,Jewelry,Belt,Sunglasses,Hat,Gloves,Upsell premium / new arrivals
473,Loyal Customer,No,Jeans,Shorts,Blouse,Skirt,Pants,Hoodie,Upsell premium / new arrivals
474,At-Risk Customer,No,Coat,Jacket,,,,,Standard product recommendation
475,Budget Happy Customer,No,Sweater,Blouse,Shorts,Jeans,Shirt,Hoodie,Standard product recommendation
476,High-Value New Customer,No,Sneakers,Sandals,Boots,Shoes,Jeans,Sweater,Standard product recommendation
